id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id.1,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade,total_enrollment,school_american_indian_alaskan_native,school_asian,school_asian_pacific_islander,school_pacific_islander,school_black,school_hispanic,school_white,school_two_or_more_race,male,female,num_free_reduced_meals,district_number,city,zip,school_code,total_percent_absences,low_income_absence_percent
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",606,arlington elementary,2015,596,497,68,9,39,2,1,38,38,31,29,17,57,spokane school district,0,6,597,9,19,11,30,11,94,385,68,291,306,438,32081,spokane,99217,2381,0.82%,1.00%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",607,brier elementary,2015,434,362,39,7,31,2,0,19,17,23,23,16,29,edmonds school district,0,6,432,2,26,4,30,12,55,286,47,241,191,87,31015,brier,98036,3536,0.46%,1.14%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",608,cam academy,2015,586,489,92,5,85,3,0,67,66,51,53,50,33,battle ground school district,3,12,586,0,11,0,11,0,27,521,27,283,303,76,6119,battle ground,98604,1836,0.13%,0.29%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",610,logan elementary,2015,476,397,28,4,14,5,1,15,15,14,16,11,18,spokane school district,-1,6,485,16,7,21,28,31,70,247,93,262,223,436,32081,spokane,99207,3719,0.31%,0.34%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",300,pioneer elementary,2015,493,411,12,5,6,1,0,9,8,8,7,8,8,auburn school district,-1,5,494,1,22,24,46,16,299,100,32,239,255,417,17408,auburn,98002,3227,0.09%,0.10%
26,pend oreille,2,2,984,"3,002","1,962","1,934","4,373",495,"6,802","2,153",16.3,670,26.6,"4,581","4,123",458,"4,602","4,155",447,"4,660","4,249",411,4734,4381,353,"$48,574 ",68.5,13001,91.6,0.4,3.8,0.6,0.1,0.7,2.9,3,89.8,"37,467","37,005","37,234","37,755","42,043","39,886","41,111","42,391","49,720",612,bess herian elementary,2015,139,116,17,7,9,0,1,8,8,7,7,9,15,cusick school district,0,6,120,40,0,0,0,0,3,55,22,67,53,84,26059,cusick,99119,2770,0.18%,0.21%
14,grays harbor,4,5,"5,801","17,067","7,759","12,020","14,067","2,280","28,367","12,780",18.3,"3,801",26.1,"27,202","24,451","2,751","26,928","24,474","2,454","27,238","24,993","2,245",27971,25993,1978,"$47,619 ",67.1,72797,84.9,1.1,4.6,1.4,0.3,3.9,3.9,8.6,81.4,"39,927","39,452","39,836","40,354","40,323","41,687","43,902","44,627","48,517",613,central elementary,2015,242,202,7,0,7,0,0,5,5,4,4,4,8,hoquiam school district,4,5,237,17,2,0,2,5,32,172,9,120,117,160,14028,hoquiam,98550,2972,0.36%,0.55%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",614,laurin middle,2015,593,495,56,4,48,5,2,36,37,35,31,36,22,battle ground school district,5,8,593,1,31,2,33,6,70,453,30,299,294,227,6119,battle ground,98604,3545,0.09%,0.17%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",615,maltby elementary,2015,399,333,62,17,38,8,0,28,28,32,31,40,43,monroe school district,0,5,398,3,21,1,22,3,52,310,8,205,193,105,31103,snohomish,98296,2546,0.27%,0.56%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",619,eastgate elementary,2015,450,376,26,7,19,0,0,10,0,17,11,12,18,bellevue school district,0,5,443,3,144,1,145,7,32,200,56,251,192,81,17405,bellevue,98006,3036,0.35%,0.79%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",621,harbour pointe middle,2015,836,699,31,2,27,2,0,18,0,14,14,14,24,mukilteo school district,6,8,835,2,204,3,207,22,95,441,68,445,390,190,31006,mukilteo,98275,4430,0.30%,0.86%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",622,lakeview elementary,2015,511,427,48,18,32,0,0,25,27,28,28,29,36,lake washington school district,0,5,514,3,49,4,53,10,47,373,28,272,242,89,17414,kirkland,98033,3041,0.79%,2.84%
29,skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505 ",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",623,mount erie elementary,2015,489,409,63,4,53,2,4,31,29,36,37,34,48,anacortes school district,0,6,488,2,15,2,17,8,47,401,13,245,243,152,29103,anacortes,98221,3057,0.44%,1.07%
18,kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",624,mountain view middle,2015,831,695,36,5,29,2,3,21,17,21,21,20,4,bremerton school district,6,8,831,6,31,26,57,40,144,433,151,448,383,508,18100,bremerton,98310,4441,0.57%,0.87%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",625,yelm prairie elementary,2015,488,408,30,11,16,3,0,23,23,20,20,20,24,yelm school district,-1,6,525,8,3,0,3,0,74,398,42,284,241,228,34002,yelm,98597,4224,0.41%,0.73%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",626,acme elementary,2015,203,170,11,6,5,0,0,11,11,10,10,10,10,mount baker school district,0,6,198,25,1,0,1,1,11,137,23,98,100,102,37507,acme,98220,2585,0.56%,0.86%
21,lewis,4,3,"6,686","16,428","8,204","9,654","21,992","2,503","34,149","11,610",15,"3,512",21.4,"30,544","27,780","2,764","31,232","28,588","2,644","31,915","29,452","2,463",33151,30948,2203,"$50,086 ",70.6,75455,89.7,0.5,1.4,0.9,0.2,4,3.2,8.7,86,"38,701","37,947","38,325","41,208","39,609","42,406","47,143","47,893","47,398",628,morton junior-senior high,2015,147,123,4,0,4,0,0,4,4,4,4,4,4,morton school district,7,12,139,2,2,1,3,1,13,114,6,67,72,93,21214,morton,98356,3112,0.92%,1.09%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",630,york elementary,2015,509,426,40,1,38,1,1,37,36,30,33,23,32,evergreen school district (clark),0,5,510,3,25,0,25,10,93,329,50,277,233,223,6114,vancouver,98682,4579,0.03%,0.05%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",633,marysville coop program,2015,290,243,32,7,22,3,0,23,23,23,23,20,30,marysville school district,0,5,289,19,4,0,4,4,37,190,35,151,138,58,31025,marysville,98270,1862,0.17%,0.40%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",635,riverview elementary,2015,481,403,16,1,14,0,1,14,14,17,17,15,16,evergreen school district (clark),0,5,472,0,15,6,21,10,102,281,58,248,224,229,6114,vancouver,98684,3995,0.56%,0.95%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",637,fort colville elementary,2015,361,303,41,5,29,4,4,28,27,31,32,24,32,colville school district,3,5,355,5,3,1,4,1,12,321,12,192,163,212,33115,colville,99114,4180,0.72%,1.10%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",638,mount baker junior high,2015,274,230,34,0,31,3,0,26,25,27,31,29,0,mount baker school district,7,8,275,18,2,1,3,0,34,209,11,156,119,158,37507,deming,98244,3003,1.51%,2.07%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",640,evergreen heights elementary,2015,536,450,18,3,12,2,1,14,12,15,14,9,15,auburn school district,-1,5,530,0,61,19,80,61,119,205,65,249,281,307,17408,auburn,98001,3745,0.36%,0.37%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",641,littlerock elementary,2015,331,278,29,5,22,2,0,14,13,15,17,14,24,tumwater school district,0,6,334,3,4,1,5,3,24,266,33,178,156,124,34033,olympia,98512,2816,0.22%,0.45%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",644,soos creek elementary,2015,337,283,9,4,5,0,0,5,5,6,5,7,6,kent school district,0,6,356,0,71,14,85,45,60,120,46,203,153,178,17415,kent,98031,3707,0.58%,0.92%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",645,discovery middle,2015,692,582,49,7,39,5,0,29,21,32,32,23,18,vancouver school district,6,8,693,4,10,17,27,34,236,346,46,359,334,494,6037,vancouver,98663,4503,2.53%,3.17%
5,clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",646,forks elementary,2015,333,280,1,1,0,0,0,0,1,0,0,0,1,quillayute valley school district,-1,5,350,31,1,0,1,1,117,166,34,186,164,0,5402,forks,98331,3737,1.41%,1.77%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",647,hazel dell elementary,2015,472,397,16,0,14,2,0,10,10,14,14,9,13,vancouver school district,0,5,471,3,19,0,19,14,143,252,40,248,223,339,6037,vancouver,98665,2690,2.25%,2.80%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",649,school home partnership program,2015,126,106,2,0,2,0,0,2,2,0,0,1,0,marysville school district,0,12,125,11,0,2,2,1,16,84,11,42,83,56,31025,marysville,98271,1744,1.69%,2.25%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",653,soap lake elementary,2015,190,160,13,3,5,1,4,11,10,10,12,11,11,soap lake school district,0,5,191,0,1,1,2,0,60,127,2,93,98,182,13156,soap lake,98851,2694,0.00%,0.00%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",655,tillicum middle,2015,708,596,57,15,40,2,0,24,0,22,20,27,48,bellevue school district,6,8,706,0,126,3,129,21,82,415,59,331,375,118,17405,bellevue,98008,3435,0.14%,0.59%
38,whitman,4,5,"1,075","4,006","11,311","8,146","7,403","1,756","17,305","9,161",21.4,"1,043",14.2,"22,153","20,998","1,155","22,754","21,641","1,113","23,110","21,965","1,145",23465,22426,1039,"$44,913 ",63.3,44776,84.6,1.7,0.7,7.8,0.2,1.4,3.6,4.6,82.1,"32,037","31,062","31,396","32,570","43,091","42,218","43,379","49,946","48,665",168,franklin elementary,2015,413,348,14,4,9,1,0,5,5,6,5,7,8,pullman school district,0,5,425,3,54,1,55,15,33,293,26,231,194,177,38267,pullman,99163,2587,0.01%,0.04%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",657,kettle falls elementary,2015,261,220,39,3,26,5,7,19,19,21,21,22,34,kettle falls school district,0,4,269,4,2,0,2,2,15,239,7,141,128,176,33212,kettle falls,99141,2385,0.00%,0.00%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",659,spanaway middle,2015,734,619,25,0,23,4,0,16,10,15,17,16,14,bethel school district,7,8,723,18,58,36,94,88,143,323,57,378,345,427,27403,tacoma,98445,3751,0.77%,1.05%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",661,summit view high,2015,394,332,57,3,43,4,9,51,45,29,20,24,0,battle ground school district,9,12,413,3,1,0,1,1,22,366,20,215,198,229,6119,battle ground,98604,4450,0.00%,0.00%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",663,cedarhome elementary,2015,526,444,35,12,20,2,1,16,16,16,17,22,24,stanwood-camano school district,0,5,527,3,5,0,5,5,43,443,28,279,248,113,31401,stanwood,98292,4513,0.29%,0.76%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",666,stillwater elementary,2015,450,380,48,3,45,0,0,22,22,31,29,25,43,riverview school district,0,5,446,1,7,0,7,2,63,347,26,240,206,71,17407,carnation,98014,4332,0.18%,0.37%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",667,westhill elementary,2015,519,438,34,7,27,0,0,20,20,21,20,23,25,northshore school district,0,6,518,0,49,3,52,21,62,314,69,253,265,115,17417,bothell,98011,3287,0.23%,0.71%
29,skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505 ",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",668,anacortes middle,2015,425,359,49,3,45,1,1,28,21,31,29,33,0,anacortes school district,7,8,366,3,22,2,24,7,24,302,6,183,183,113,29103,anacortes,98221,2707,0.59%,1.43%
11,franklin,2,2,"13,173","13,548","8,329","8,886","13,206","1,628","23,720","11,904",13.4,"5,376",18.2,"38,056","34,886","3,170","38,981","36,002","2,979","39,844","36,916","2,928",40873,38294,2579,"$61,285 ",86.4,78163,60.5,1.9,0.7,1.8,0.1,31.8,3.2,51.2,43.2,"48,754","53,355","53,644","56,221","56,105","58,538","57,664","58,854","57,535",670,connell elem,2015,521,440,6,1,5,0,0,2,2,2,2,0,6,north franklin school district,0,6,525,0,7,1,8,0,388,124,5,267,258,414,11051,connell,99326,2918,1.05%,1.17%
28,san juan,9,12,519,"2,196","6,348","7,172","2,688",914,"10,774","1,697",10.3,319,14.8,"7,692","7,308",384,"7,721","7,346",375,"7,874","7,511",363,8235,7911,324,"$59,538 ",83.9,15769,92.6,0.3,0.7,1.1,0.1,2.6,2.5,5.4,90.2,"55,133","53,041","53,916","55,025","60,872","58,782","59,260","61,391","61,185",671,friday harbor elementary,2015,367,310,48,10,36,5,0,32,28,29,35,38,40,san juan island school district,0,6,371,2,3,0,3,1,74,273,18,174,197,192,28149,friday harbor,98250,2520,0.22%,0.33%
